date,tc,rh,ws,wd,p,o3,no,no2,nox,co,pm25,date_only,year_month,formatted_year_month
2018-07-07,,,1.3,116.0,929.3,28.0,0.0,33.0,33.0,0.4,45.0,2018-07-07,2018-07,Jul-18
2018-07-08,,,0.0,777.0,927.1,4.0,158.0,99.0,99.0,4.0,76.0,2018-07-08,2018-07,Jul-18
2018-07-09,,,0.6,96.0,927.0,6.0,131.0,99.0,99.0,3.4,76.0,2018-07-09,2018-07,Jul-18
2018-07-10,,,1.9,144.0,929.2,29.0,0.0,11.0,11.0,0.2,1.0,2018-07-10,2018-07,Jul-18
2018-07-11,,,1.1,182.0,932.1,37.0,0.0,22.0,22.0,0.2,5.0,2018-07-11,2018-07,Jul-18
2018-07-12,,,1.5,136.0,932.9,27.0,2.0,23.0,23.0,0.2,6.0,2018-07-12,2018-07,Jul-18
2018-07-13,,,1.1,130.0,930.9,18.0,0.0,39.0,39.0,0.4,27.0,2018-07-13,2018-07,Jul-18
2018-07-14,,,0.9,90.0,929.8,2.0,38.0,103.0,103.0,1.5,42.0,2018-07-14,2018-07,Jul-18
2018-07-15,,,0.9,88.0,928.1,3.0,94.0,86.0,86.0,2.5,55.0,2018-07-15,2018-07,Jul-18
2018-07-16,,,0.7,89.0,929.9,3.0,137.0,94.0,94.0,3.5,67.0,2018-07-16,2018-07,Jul-18
2018-07-17,,,1.0,113.0,931.6,3.0,42.0,76.0,76.0,1.1,24.0,2018-07-17,2018-07,Jul-18
2018-07-18,,,0.8,107.0,931.0,21.0,0.0,44.0,44.0,0.5,51.0,2018-07-18,2018-07,Jul-18
2018-07-19,,,0.5,103.0,929.2,2.0,41.0,78.0,78.0,1.4,57.0,2018-07-19,2018-07,Jul-18
2018-07-20,,,0.0,777.0,928.9,18.0,6.0,59.0,59.0,0.8,24.0,2018-07-20,2018-07,Jul-18
2018-07-21,,,1.5,314.0,926.9,5.0,6.0,101.0,101.0,0.9,27.0,2018-07-21,2018-07,Jul-18
2018-07-22,,,2.0,119.0,931.3,45.0,0.0,7.0,7.0,0.3,4.0,2018-07-22,2018-07,Jul-18
2018-07-23,,,1.3,114.0,932.2,31.0,0.0,13.0,13.0,0.3,10.0,2018-07-23,2018-07,Jul-18
2018-07-24,,,0.6,139.0,931.7,1.0,154.0,83.0,83.0,2.2,45.0,2018-07-24,2018-07,Jul-18
2018-07-25,,,2.1,120.0,934.7,51.0,0.0,10.0,10.0,0.3,4.0,2018-07-25,2018-07,Jul-18
2018-07-26,,,1.4,105.0,933.1,40.0,0.0,10.0,10.0,0.2,9.0,2018-07-26,2018-07,Jul-18
2018-07-27,,,0.6,281.0,931.3,1.0,38.0,59.0,59.0,1.1,35.0,2018-07-27,2018-07,Jul-18
2018-07-28,,,0.8,102.0,929.3,6.0,42.0,79.0,79.0,1.7,49.0,2018-07-28,2018-07,Jul-18
2018-07-29,,,0.7,135.0,926.8,8.0,12.0,88.0,88.0,1.4,52.0,2018-07-29,2018-07,Jul-18
2018-07-30,,,0.9,293.0,924.3,2.0,25.0,86.0,86.0,1.2,52.0,2018-07-30,2018-07,Jul-18
2018-07-31,,,1.5,888.0,925.6,7.0,4.0,58.0,58.0,0.6,16.0,2018-07-31,2018-07,Jul-18
2018-08-01,,,2.2,135.0,929.4,38.0,1.0,14.0,14.0,0.2,3.0,2018-08-01,2018-08,Aug-18
2018-08-02,,,1.4,110.0,929.7,36.0,0.0,17.0,17.0,0.3,4.0,2018-08-02,2018-08,Aug-18
2018-08-03,,,1.3,111.0,927.7,18.0,1.0,22.0,22.0,0.3,12.0,2018-08-03,2018-08,Aug-18
2018-08-04,,,1.7,287.0,925.2,11.0,2.0,38.0,38.0,0.5,7.0,2018-08-04,2018-08,Aug-18
2018-08-05,,,1.2,333.0,925.6,6.0,3.0,48.0,48.0,0.7,11.0,2018-08-05,2018-08,Aug-18
2018-08-06,,,1.0,119.0,929.1,32.0,0.0,24.0,24.0,0.3,13.0,2018-08-06,2018-08,Aug-18
2018-08-07,,,1.8,130.0,930.8,22.0,2.0,26.0,26.0,0.3,7.0,2018-08-07,2018-08,Aug-18
2018-08-08,,,1.2,115.0,931.0,17.0,2.0,22.0,22.0,0.4,5.0,2018-08-08,2018-08,Aug-18
2018-08-09,,,1.1,211.0,930.2,2.0,15.0,56.0,56.0,0.6,26.0,2018-08-09,2018-08,Aug-18
2018-08-10,,,2.5,301.0,924.6,38.0,1.0,23.0,23.0,0.3,8.0,2018-08-10,2018-08,Aug-18
2018-08-11,,,1.8,319.0,926.1,13.0,7.0,58.0,58.0,0.5,14.0,2018-08-11,2018-08,Aug-18
2018-08-12,,,1.4,133.0,930.2,35.0,1.0,21.0,21.0,0.4,6.0,2018-08-12,2018-08,Aug-18
2018-08-13,,,1.6,118.0,930.8,54.0,0.0,8.0,8.0,0.2,6.0,2018-08-13,2018-08,Aug-18
2018-08-14,,,1.5,112.0,928.7,44.0,1.0,11.0,11.0,0.2,4.0,2018-08-14,2018-08,Aug-18
2018-08-15,,,1.0,46.0,927.0,0.0,10.0,46.0,46.0,0.5,29.0,2018-08-15,2018-08,Aug-18
2018-08-16,,,1.9,127.0,931.8,48.0,0.0,16.0,16.0,0.3,3.0,2018-08-16,2018-08,Aug-18
2018-08-17,,,1.8,142.0,935.0,42.0,1.0,18.0,18.0,0.3,6.0,2018-08-17,2018-08,Aug-18
2018-08-18,,,1.4,130.0,933.9,29.0,1.0,24.0,24.0,0.4,3.0,2018-08-18,2018-08,Aug-18
2018-08-19,,,1.5,125.0,932.2,28.0,0.0,20.0,20.0,0.3,18.0,2018-08-19,2018-08,Aug-18
2018-08-20,,,0.8,86.0,931.6,3.0,16.0,52.0,52.0,1.0,23.0,2018-08-20,2018-08,Aug-18
2018-08-21,,,0.9,243.0,931.9,1.0,30.0,48.0,48.0,0.6,36.0,2018-08-21,2018-08,Aug-18
2018-08-22,,,1.7,123.0,931.6,72.0,0.0,9.0,9.0,0.3,5.0,2018-08-22,2018-08,Aug-18
2018-08-23,,,0.7,37.0,928.5,15.0,6.0,81.0,81.0,1.0,34.0,2018-08-23,2018-08,Aug-18
2018-08-24,,,0.9,98.0,927.3,4.0,11.0,84.0,84.0,1.2,29.0,2018-08-24,2018-08,Aug-18
2018-08-25,,,0.9,305.0,925.1,1.0,37.0,77.0,77.0,1.1,24.0,2018-08-25,2018-08,Aug-18
2018-08-26,,,1.7,148.0,931.2,51.0,0.0,12.0,12.0,0.3,4.0,2018-08-26,2018-08,Aug-18
2018-08-27,,,1.7,130.0,934.2,49.0,0.0,7.0,7.0,0.2,1.0,2018-08-27,2018-08,Aug-18
2018-08-28,,,1.7,123.0,933.4,31.0,1.0,18.0,18.0,0.3,5.0,2018-08-28,2018-08,Aug-18
2018-08-29,,,1.2,129.0,932.8,2.0,11.0,41.0,41.0,0.6,21.0,2018-08-29,2018-08,Aug-18
2018-08-30,,,0.6,152.0,929.3,16.0,4.0,44.0,44.0,0.6,10.0,2018-08-30,2018-08,Aug-18
2018-08-31,,,1.0,288.0,926.5,3.0,13.0,65.0,65.0,0.8,25.0,2018-08-31,2018-08,Aug-18
2018-10-01,,,1.2,308.0,924.3,45.0,0.0,20.0,20.0,0.5,10.0,2018-10-01,2018-10,Oct-18
2018-10-02,,,0.9,299.0,924.9,1.0,46.0,73.0,73.0,1.3,30.0,2018-10-02,2018-10,Oct-18
2018-10-03,,,0.8,94.0,924.5,41.0,0.0,42.0,42.0,0.7,39.0,2018-10-03,2018-10,Oct-18
2018-10-04,,,0.9,286.0,925.8,44.0,0.0,27.0,27.0,0.5,8.0,2018-10-04,2018-10,Oct-18
2018-10-05,,,2.1,130.0,928.7,44.0,0.0,10.0,10.0,0.2,2.0,2018-10-05,2018-10,Oct-18
2018-10-06,,,2.2,123.0,928.9,42.0,1.0,13.0,13.0,0.2,2.0,2018-10-06,2018-10,Oct-18
2018-10-07,,,1.5,121.0,927.7,33.0,0.0,12.0,12.0,0.3,3.0,2018-10-07,2018-10,Oct-18
2018-10-08,,,0.8,289.0,926.2,13.0,1.0,33.0,33.0,0.6,2.0,2018-10-08,2018-10,Oct-18
2018-10-09,,,1.7,299.0,924.7,17.0,0.0,27.0,27.0,0.5,8.0,2018-10-09,2018-10,Oct-18
2018-10-10,,,0.7,97.0,922.8,1.0,66.0,69.0,69.0,2.1,26.0,2018-10-10,2018-10,Oct-18
2018-10-11,,,1.8,133.0,926.8,46.0,0.0,10.0,10.0,0.3,8.0,2018-10-11,2018-10,Oct-18
2018-10-12,,,3.0,121.0,929.1,44.0,0.0,8.0,8.0,0.3,3.0,2018-10-12,2018-10,Oct-18
2018-10-13,,,1.0,306.0,925.0,1.0,6.0,37.0,37.0,0.6,21.0,2018-10-13,2018-10,Oct-18
2018-10-14,,,1.4,126.0,925.1,13.0,3.0,50.0,50.0,0.9,16.0,2018-10-14,2018-10,Oct-18
2018-10-15,,,1.4,106.0,924.3,26.0,0.0,11.0,11.0,0.3,8.0,2018-10-15,2018-10,Oct-18
2018-10-16,,,1.6,121.0,923.6,33.0,0.0,11.0,11.0,0.2,2.0,2018-10-16,2018-10,Oct-18
2018-10-17,,,0.8,888.0,923.3,11.0,1.0,22.0,22.0,0.4,9.0,2018-10-17,2018-10,Oct-18
2018-10-18,,,0.9,100.0,924.6,1.0,33.0,56.0,56.0,1.2,18.0,2018-10-18,2018-10,Oct-18
2018-10-19,,,1.1,124.0,922.1,8.0,4.0,58.0,58.0,0.7,7.0,2018-10-19,2018-10,Oct-18
2018-10-20,,,3.8,123.0,927.0,52.0,0.0,6.0,6.0,0.2,9.0,2018-10-20,2018-10,Oct-18
2018-10-21,,,2.7,122.0,927.4,42.0,0.0,6.0,6.0,0.2,7.0,2018-10-21,2018-10,Oct-18
2018-10-22,,,1.9,124.0,927.3,37.0,0.0,8.0,8.0,0.2,4.0,2018-10-22,2018-10,Oct-18
2018-10-23,,,1.1,289.0,925.7,18.0,1.0,43.0,43.0,0.4,15.0,2018-10-23,2018-10,Oct-18
2018-10-24,,,1.7,122.0,927.6,55.0,0.0,12.0,12.0,0.3,12.0,2018-10-24,2018-10,Oct-18
2018-10-25,,,1.1,112.0,927.0,38.0,0.0,18.0,18.0,0.3,8.0,2018-10-25,2018-10,Oct-18
2018-10-26,,,1.1,147.0,923.8,13.0,2.0,33.0,33.0,0.4,16.0,2018-10-26,2018-10,Oct-18
2018-10-27,,,1.0,289.0,919.3,2.0,8.0,45.0,45.0,0.8,13.0,2018-10-27,2018-10,Oct-18
2018-10-28,,,2.8,133.0,921.4,47.0,0.0,5.0,5.0,0.3,7.0,2018-10-28,2018-10,Oct-18
2018-10-29,,,2.4,124.0,925.6,42.0,0.0,4.0,4.0,0.2,6.0,2018-10-29,2018-10,Oct-18
2018-10-30,,,1.5,124.0,926.3,32.0,0.0,10.0,10.0,0.2,3.0,2018-10-30,2018-10,Oct-18
2018-10-31,,,0.8,271.0,926.8,16.0,1.0,35.0,35.0,0.5,17.0,2018-10-31,2018-10,Oct-18
2018-11-01,,,1.5,295.0,924.4,19.0,1.0,43.0,43.0,0.5,17.0,2018-11-01,2018-11,Nov-18
2018-11-02,,,1.9,123.0,924.6,28.0,1.0,26.0,26.0,0.4,21.0,2018-11-02,2018-11,Nov-18
2018-11-03,,,1.4,121.0,923.9,33.0,0.0,11.0,11.0,0.3,7.0,2018-11-03,2018-11,Nov-18
2018-11-04,,,1.6,314.0,923.0,25.0,0.0,27.0,27.0,0.4,3.0,2018-11-04,2018-11,Nov-18
2018-11-05,,,2.6,122.0,925.9,45.0,0.0,4.0,4.0,0.2,,2018-11-05,2018-11,Nov-18
2018-11-06,,,2.0,121.0,927.1,29.0,1.0,11.0,11.0,0.2,,2018-11-06,2018-11,Nov-18
2018-11-07,,,1.7,121.0,927.0,37.0,0.0,10.0,10.0,0.3,,2018-11-07,2018-11,Nov-18
2018-11-08,,,2.5,129.0,929.7,36.0,1.0,8.0,8.0,0.2,,2018-11-08,2018-11,Nov-18
2018-11-09,,,1.8,114.0,929.4,30.0,0.0,13.0,13.0,0.3,9.0,2018-11-09,2018-11,Nov-18
2018-11-10,,,1.0,217.0,926.4,33.0,0.0,14.0,14.0,0.3,3.0,2018-11-10,2018-11,Nov-18
2018-11-11,,,0.9,112.0,923.3,4.0,5.0,34.0,34.0,0.6,36.0,2018-11-11,2018-11,Nov-18
2018-11-12,,,1.4,122.0,924.8,31.0,0.0,16.0,16.0,0.4,19.0,2018-11-12,2018-11,Nov-18
2018-11-13,,,1.0,888.0,925.3,35.0,0.0,8.0,8.0,0.3,15.0,2018-11-13,2018-11,Nov-18
2018-11-14,,,0.8,338.0,923.4,24.0,1.0,31.0,31.0,0.6,15.0,2018-11-14,2018-11,Nov-18
2018-11-15,,,1.3,124.0,921.2,9.0,3.0,60.0,60.0,0.7,15.0,2018-11-15,2018-11,Nov-18
2018-11-16,,,1.9,132.0,925.7,41.0,0.0,6.0,6.0,0.3,2.0,2018-11-16,2018-11,Nov-18
2018-11-17,,,1.7,106.0,929.1,37.0,0.0,11.0,11.0,0.3,7.0,2018-11-17,2018-11,Nov-18
2018-11-18,,,0.8,283.0,926.0,10.0,1.0,25.0,25.0,0.5,21.0,2018-11-18,2018-11,Nov-18
2018-11-19,,,1.7,132.0,924.7,55.0,0.0,5.0,5.0,0.3,0.0,2018-11-19,2018-11,Nov-18
2018-11-20,,,2.0,126.0,928.4,44.0,0.0,5.0,5.0,0.2,3.0,2018-11-20,2018-11,Nov-18
2018-11-21,,,1.6,122.0,928.9,30.0,0.0,10.0,10.0,0.2,16.0,2018-11-21,2018-11,Nov-18
2018-11-22,,,1.1,119.0,926.9,17.0,1.0,18.0,18.0,0.3,7.0,2018-11-22,2018-11,Nov-18
2018-11-23,,,1.0,314.0,924.7,9.0,1.0,49.0,49.0,0.6,23.0,2018-11-23,2018-11,Nov-18
2018-11-24,,,0.9,268.0,922.5,1.0,44.0,60.0,60.0,1.4,15.0,2018-11-24,2018-11,Nov-18
2018-11-25,,,2.0,301.0,921.5,22.0,1.0,29.0,29.0,0.5,4.0,2018-11-25,2018-11,Nov-18
2018-11-26,,,2.0,122.0,927.3,40.0,0.0,5.0,5.0,0.3,3.0,2018-11-26,2018-11,Nov-18
2018-11-27,,,2.0,116.0,928.8,32.0,0.0,10.0,10.0,0.2,10.0,2018-11-27,2018-11,Nov-18
2018-11-28,,,1.7,121.0,928.3,30.0,0.0,8.0,8.0,0.3,1.0,2018-11-28,2018-11,Nov-18
2018-11-29,,,1.5,120.0,926.0,31.0,0.0,9.0,9.0,0.3,0.0,2018-11-29,2018-11,Nov-18
2018-11-30,,,1.1,280.0,922.2,26.0,0.0,47.0,47.0,0.6,11.0,2018-11-30,2018-11,Nov-18
2019-02-01,,,1.0,141.0,926.2,74.0,0.0,23.0,12.0,0.5,8.0,2019-02-01,2019-02,Feb-19
2019-02-02,,,1.1,113.0,926.1,79.0,0.0,12.0,6.0,0.4,24.0,2019-02-02,2019-02,Feb-19
2019-02-03,,,2.4,138.0,925.5,42.0,0.0,19.0,10.0,0.4,39.0,2019-02-03,2019-02,Feb-19
2019-02-04,,,2.0,127.0,925.5,47.0,0.0,3.0,2.0,0.3,10.0,2019-02-04,2019-02,Feb-19
2019-02-05,,,2.0,139.0,928.0,28.0,0.0,5.0,3.0,0.2,1.0,2019-02-05,2019-02,Feb-19
2019-02-06,,,1.5,121.0,926.9,18.0,0.0,8.0,4.0,0.2,20.0,2019-02-06,2019-02,Feb-19
2019-02-07,,,1.1,147.0,924.5,11.0,2.0,32.0,19.0,0.4,3.0,2019-02-07,2019-02,Feb-19
2019-02-08,,,1.5,113.0,923.6,47.0,0.0,7.0,4.0,0.2,7.0,2019-02-08,2019-02,Feb-19
2019-02-09,,,1.1,108.0,924.0,48.0,0.0,15.0,8.0,0.3,18.0,2019-02-09,2019-02,Feb-19
2019-02-10,,,0.7,283.0,924.0,29.0,0.0,24.0,13.0,0.5,12.0,2019-02-10,2019-02,Feb-19
2019-02-11,,,1.0,269.0,923.5,35.0,0.0,21.0,11.0,0.4,18.0,2019-02-11,2019-02,Feb-19
2019-02-12,,,1.2,228.0,924.1,25.0,0.0,38.0,20.0,0.5,36.0,2019-02-12,2019-02,Feb-19
2019-02-13,,,3.1,135.0,926.2,54.0,0.0,6.0,3.0,0.3,7.0,2019-02-13,2019-02,Feb-19
2019-02-14,,,2.1,125.0,927.8,29.0,0.0,10.0,6.0,0.2,9.0,2019-02-14,2019-02,Feb-19
2019-02-15,,,1.3,112.0,926.3,19.0,0.0,13.0,7.0,0.3,3.0,2019-02-15,2019-02,Feb-19
2019-02-16,,,,,,,,,,,,2019-02-16,2019-02,Feb-19
2019-02-17,,,1.2,120.0,921.0,16.0,1.0,26.0,14.0,0.4,1.0,2019-02-17,2019-02,Feb-19
2019-02-18,,,1.1,284.0,923.3,21.0,0.0,24.0,13.0,0.5,36.0,2019-02-18,2019-02,Feb-19
2019-02-19,,,1.4,299.0,924.2,16.0,0.0,32.0,17.0,0.4,11.0,2019-02-19,2019-02,Feb-19
2019-02-20,,,1.1,149.0,923.2,41.0,0.0,25.0,13.0,0.4,16.0,2019-02-20,2019-02,Feb-19
2019-02-21,,,1.1,295.0,924.2,22.0,0.0,38.0,21.0,0.6,6.0,2019-02-21,2019-02,Feb-19
2019-02-22,,,1.1,109.0,926.6,6.0,10.0,36.0,27.0,0.7,13.0,2019-02-22,2019-02,Feb-19
2019-02-23,,,1.4,298.0,926.2,4.0,5.0,48.0,29.0,0.7,6.0,2019-02-23,2019-02,Feb-19
2019-02-24,,,1.5,307.0,922.9,4.0,4.0,65.0,38.0,0.9,9.0,2019-02-24,2019-02,Feb-19
2019-02-25,,,2.2,301.0,922.6,40.0,0.0,15.0,8.0,0.3,16.0,2019-02-25,2019-02,Feb-19
2019-02-26,,,1.1,112.0,923.7,43.0,0.0,28.0,15.0,0.4,21.0,2019-02-26,2019-02,Feb-19
2019-02-27,,,0.9,287.0,924.4,1.0,8.0,62.0,39.0,0.7,10.0,2019-02-27,2019-02,Feb-19
2019-02-28,,,0.7,279.0,924.3,23.0,0.0,17.0,9.0,0.4,9.0,2019-02-28,2019-02,Feb-19
2019-03-01,,,1.3,129.0,925.3,33.0,0.0,11.0,6.0,0.3,1.0,2019-03-01,2019-03,Mar-19
2019-03-02,,,1.1,107.0,926.3,16.0,1.0,18.0,10.0,0.3,6.0,2019-03-02,2019-03,Mar-19
2019-03-03,,,0.9,284.0,925.7,3.0,4.0,47.0,28.0,0.8,14.0,2019-03-03,2019-03,Mar-19
2019-03-04,,,1.2,291.0,927.0,32.0,0.0,8.0,4.0,0.3,9.0,2019-03-04,2019-03,Mar-19
2019-03-05,,,0.7,192.0,928.4,10.0,1.0,38.0,21.0,0.6,22.0,2019-03-05,2019-03,Mar-19
2019-03-06,,,0.8,325.0,928.4,9.0,2.0,36.0,21.0,0.8,12.0,2019-03-06,2019-03,Mar-19
2019-03-07,,,0.8,132.0,927.2,0.0,78.0,73.0,102.0,2.1,26.0,2019-03-07,2019-03,Mar-19
2019-03-08,,,1.3,300.0,927.4,2.0,12.0,44.0,34.0,0.7,12.0,2019-03-08,2019-03,Mar-19
2019-03-09,,,0.6,95.0,926.7,2.0,98.0,74.0,119.0,2.7,26.0,2019-03-09,2019-03,Mar-19
2019-03-10,,,1.7,121.0,925.7,68.0,0.0,13.0,7.0,0.4,8.0,2019-03-10,2019-03,Mar-19
2019-03-11,,,1.2,182.0,927.5,33.0,0.0,10.0,5.0,0.3,2.0,2019-03-11,2019-03,Mar-19
2019-03-12,,,1.4,109.0,927.1,21.0,0.0,14.0,7.0,0.3,1.0,2019-03-12,2019-03,Mar-19
2019-03-13,,,1.2,128.0,925.2,23.0,0.0,13.0,7.0,0.3,13.0,2019-03-13,2019-03,Mar-19
2019-03-14,,,1.2,291.0,923.6,7.0,10.0,65.0,43.0,0.7,7.0,2019-03-14,2019-03,Mar-19
2019-03-15,,,1.4,298.0,924.9,1.0,19.0,58.0,46.0,0.7,16.0,2019-03-15,2019-03,Mar-19
2019-03-16,,,1.3,116.0,925.9,37.0,0.0,15.0,8.0,0.4,8.0,2019-03-16,2019-03,Mar-19
2019-03-17,,,1.7,121.0,926.2,41.0,0.0,10.0,6.0,0.3,1.0,2019-03-17,2019-03,Mar-19
2019-03-18,,,0.8,155.0,924.0,16.0,0.0,23.0,12.0,0.5,7.0,2019-03-18,2019-03,Mar-19
2019-03-19,,,0.8,345.0,922.0,0.0,29.0,64.0,58.0,0.9,21.0,2019-03-19,2019-03,Mar-19
2019-03-20,,,1.6,138.0,922.9,36.0,0.0,8.0,4.0,0.3,4.0,2019-03-20,2019-03,Mar-19
2019-03-21,,,1.9,118.0,923.1,37.0,1.0,9.0,5.0,0.3,2.0,2019-03-21,2019-03,Mar-19
2019-03-22,,,1.7,106.0,926.1,29.0,0.0,10.0,6.0,0.3,1.0,2019-03-22,2019-03,Mar-19
2019-03-23,,,1.5,117.0,927.9,24.0,1.0,11.0,7.0,0.3,7.0,2019-03-23,2019-03,Mar-19
2019-03-24,,,1.4,116.0,927.0,51.0,0.0,10.0,5.0,0.3,8.0,2019-03-24,2019-03,Mar-19
2019-03-25,,,0.8,286.0,925.9,19.0,0.0,26.0,14.0,0.5,26.0,2019-03-25,2019-03,Mar-19
2019-03-26,,,0.6,291.0,925.0,9.0,3.0,43.0,25.0,0.6,28.0,2019-03-26,2019-03,Mar-19
2019-03-27,,,1.3,106.0,928.0,45.0,0.0,10.0,5.0,0.5,11.0,2019-03-27,2019-03,Mar-19
2019-03-28,,,1.5,114.0,930.4,36.0,0.0,7.0,4.0,0.3,5.0,2019-03-28,2019-03,Mar-19
2019-03-29,,,1.7,128.0,931.7,32.0,0.0,10.0,5.0,0.3,10.0,2019-03-29,2019-03,Mar-19
2019-03-30,,,2.2,124.0,930.2,32.0,0.0,10.0,5.0,0.2,12.0,2019-03-30,2019-03,Mar-19
2019-03-31,,,1.7,127.0,928.0,30.0,0.0,11.0,6.0,0.3,0.0,2019-03-31,2019-03,Mar-19
2019-04-01,,,1.5,116.0,926.7,44.0,0.0,7.0,4.0,0.2,4.0,2019-04-01,2019-04,Apr-19
2019-04-02,,,1.7,129.0,926.3,36.0,0.0,15.0,8.0,0.2,32.0,2019-04-02,2019-04,Apr-19
2019-04-03,,,1.1,304.0,924.7,28.0,0.0,20.0,11.0,0.3,5.0,2019-04-03,2019-04,Apr-19
2019-04-04,,,0.7,101.0,922.2,3.0,37.0,68.0,66.0,1.4,45.0,2019-04-04,2019-04,Apr-19
2019-04-05,,,0.7,290.0,922.0,7.0,13.0,84.0,55.0,1.2,22.0,2019-04-05,2019-04,Apr-19
2019-04-06,,,1.1,328.0,923.8,7.0,8.0,63.0,40.0,0.7,12.0,2019-04-06,2019-04,Apr-19
2019-04-07,,,0.9,320.0,926.1,15.0,0.0,28.0,15.0,0.6,20.0,2019-04-07,2019-04,Apr-19
2019-04-08,,,0.9,314.0,924.7,16.0,0.0,23.0,12.0,0.5,10.0,2019-04-08,2019-04,Apr-19
2019-04-09,,,1.4,152.0,925.4,27.0,0.0,13.0,7.0,0.3,7.0,2019-04-09,2019-04,Apr-19
2019-04-10,,,2.7,126.0,926.7,37.0,0.0,4.0,2.0,0.2,3.0,2019-04-10,2019-04,Apr-19
2019-04-11,,,1.7,120.0,927.4,31.0,0.0,9.0,5.0,0.3,9.0,2019-04-11,2019-04,Apr-19
2019-04-12,,,1.1,114.0,926.0,44.0,0.0,21.0,11.0,0.4,24.0,2019-04-12,2019-04,Apr-19
2019-04-13,,,1.3,110.0,925.7,52.0,0.0,17.0,9.0,0.3,5.0,2019-04-13,2019-04,Apr-19
2019-04-14,,,0.8,119.0,926.4,35.0,0.0,24.0,12.0,0.5,22.0,2019-04-14,2019-04,Apr-19
2019-04-15,,,1.1,146.0,927.2,12.0,1.0,23.0,14.0,0.6,6.0,2019-04-15,2019-04,Apr-19
2019-04-16,,,1.4,101.0,928.1,32.0,0.0,10.0,5.0,0.3,14.0,2019-04-16,2019-04,Apr-19
2019-04-17,,,1.0,308.0,922.7,3.0,16.0,48.0,38.0,0.7,15.0,2019-04-17,2019-04,Apr-19
2019-04-18,,,1.0,146.0,923.6,14.0,1.0,32.0,18.0,0.5,9.0,2019-04-18,2019-04,Apr-19
2019-04-19,,,1.1,119.0,925.1,32.0,0.0,15.0,8.0,0.3,9.0,2019-04-19,2019-04,Apr-19
2019-04-20,,,0.7,86.0,925.1,3.0,37.0,55.0,60.0,1.3,37.0,2019-04-20,2019-04,Apr-19
2019-04-21,,,0.0,777.0,924.2,4.0,101.0,78.0,124.0,3.0,48.0,2019-04-21,2019-04,Apr-19
2019-04-22,,,0.7,888.0,923.8,68.0,0.0,17.0,9.0,0.5,34.0,2019-04-22,2019-04,Apr-19
2019-04-23,,,1.6,117.0,926.3,58.0,0.0,11.0,6.0,0.3,24.0,2019-04-23,2019-04,Apr-19
2019-04-24,,,1.3,109.0,929.0,46.0,0.0,6.0,3.0,0.3,10.0,2019-04-24,2019-04,Apr-19
2019-04-25,,,1.2,117.0,929.3,44.0,0.0,10.0,5.0,0.4,27.0,2019-04-25,2019-04,Apr-19
2019-04-26,,,1.0,111.0,928.9,35.0,0.0,12.0,7.0,0.4,19.0,2019-04-26,2019-04,Apr-19
2019-04-27,,,0.8,293.0,926.6,33.0,0.0,28.0,15.0,0.6,47.0,2019-04-27,2019-04,Apr-19
2019-04-28,,,1.6,314.0,923.6,10.0,1.0,65.0,35.0,0.9,31.0,2019-04-28,2019-04,Apr-19
2019-04-29,,,1.5,317.0,922.4,5.0,0.0,32.0,17.0,0.4,8.0,2019-04-29,2019-04,Apr-19
2019-04-30,,,1.6,125.0,926.6,33.0,0.0,4.0,2.0,0.2,2.0,2019-04-30,2019-04,Apr-19
2019-05-01,,,1.2,113.0,926.4,34.0,0.0,20.0,11.0,0.4,7.0,2019-05-01,2019-05,May-19
2019-05-02,,,0.6,119.0,924.9,16.0,1.0,51.0,28.0,0.7,4.0,2019-05-02,2019-05,May-19
2019-05-03,,,0.6,888.0,925.3,2.0,38.0,57.0,62.0,1.2,37.0,2019-05-03,2019-05,May-19
2019-05-04,,,0.6,173.0,927.3,3.0,46.0,60.0,69.0,1.9,37.0,2019-05-04,2019-05,May-19
2019-05-05,,,0.6,311.0,928.4,14.0,3.0,50.0,30.0,0.9,38.0,2019-05-05,2019-05,May-19
2019-05-06,,,0.8,116.0,927.2,18.0,0.0,36.0,19.0,0.7,24.0,2019-05-06,2019-05,May-19
2019-05-07,,,1.8,133.0,926.1,29.0,1.0,38.0,21.0,0.6,10.0,2019-05-07,2019-05,May-19
2019-05-08,,,2.3,123.0,928.8,41.0,0.0,8.0,4.0,0.3,1.0,2019-05-08,2019-05,May-19
2019-05-09,,,1.6,107.0,928.6,38.0,0.0,7.0,4.0,0.2,1.0,2019-05-09,2019-05,May-19
2019-05-10,,,0.6,167.0,926.0,17.0,1.0,35.0,20.0,0.5,5.0,2019-05-10,2019-05,May-19
2019-05-11,,,1.1,302.0,923.5,11.0,2.0,57.0,32.0,0.8,21.0,2019-05-11,2019-05,May-19
2019-05-12,,,0.9,302.0,925.2,4.0,23.0,78.0,61.0,1.5,43.0,2019-05-12,2019-05,May-19
2019-05-13,,,1.5,117.0,928.4,53.0,0.0,3.0,2.0,0.3,1.0,2019-05-13,2019-05,May-19
2019-05-14,,,1.0,109.0,927.8,25.0,0.0,25.0,14.0,0.4,13.0,2019-05-14,2019-05,May-19
2019-05-15,,,1.9,165.0,927.1,39.0,0.0,8.0,4.0,0.3,1.0,2019-05-15,2019-05,May-19
2019-05-16,,,2.6,116.0,929.1,52.0,0.0,3.0,2.0,0.2,6.0,2019-05-16,2019-05,May-19
